  0.2998390E-02  0.3705410E+02  0.3215853E+01  0.2081741E-06  0.0000000E+00
  0.3148310E-02  0.3645290E+02  0.2787097E+01  0.2003744E-06  0.0000000E+00
  0.3305730E-02  0.3858250E+02  0.2072880E+01  0.2300660E-06  0.0000000E+00
  0.3471010E-02  0.3793880E+02  0.1824336E+01  0.2323124E-06  0.0000000E+00
  0.3644560E-02  0.3411650E+02  0.1205472E+01  0.2687748E-06  0.0000000E+00
  0.3826790E-02  0.3434670E+02  0.1106725E+01  0.2637583E-06  0.0000000E+00
  0.4018130E-02  0.3483880E+02  0.8245639E+00  0.3018733E-06  0.0000000E+00
  0.4219040E-02  0.3465890E+02  0.7718202E+00  0.3017843E-06  0.0000000E+00
  0.4429990E-02  0.3275520E+02  0.5379386E+00  0.3445584E-06  0.0000000E+00
  0.3305730E-02  0.3858250E+02  0.2072880E+01  0.2300660E-06  0.0000000E+00
  0.3471010E-02  0.3793880E+02  0.1824336E+01  0.2323124E-06  0.0000000E+00
  0.3644560E-02  0.3411650E+02  0.1205472E+01  0.2687748E-06  0.0000000E+00
  0.3826790E-02  0.3434670E+02  0.1106725E+01  0.2637583E-06  0.0000000E+00
  0.4018130E-02  0.3483880E+02  0.8245639E+00  0.3018733E-06  0.0000000E+00
  0.4219040E-02  0.3465890E+02  0.7718202E+00  0.3017843E-06  0.0000000E+00
  0.4429990E-02  0.3275520E+02  0.5379386E+00  0.3445584E-06  0.0000000E+00
  0.4651490E-02  0.3222690E+02  0.5092535E+00  0.3319915E-06  0.0000000E+00
  0.4884070E-02  0.3153500E+02  0.3840504E+00  0.3841211E-06  0.0000000E+00
  0.5128270E-02  0.3153120E+02  0.3636693E+00  0.3729166E-06  0.0000000E+00
  0.5384680E-02  0.3068910E+02  0.2836521E+00  0.4093005E-06  0.0000000E+00
  0.5653920E-02  0.3146590E+02  0.2718569E+00  0.4191656E-06  0.0000000E+00
  0.5936610E-02  0.3120060E+02  0.2233952E+00  0.4647544E-06  0.0000000E+00
  0.6233440E-02  0.2946960E+02  0.1972950E+00  0.4482718E-06  0.0000000E+00
  0.6545110E-02  0.2852130E+02  0.1606503E+00  0.4928377E-06  0.0000000E+00
  0.6872370E-02  0.2780780E+02  0.1466737E+00  0.4868509E-06  0.0000000E+00
  0.7215990E-02  0.2785500E+02  0.1255894E+00  0.5418727E-06  0.0000000E+00
  0.7576790E-02  0.2666290E+02  0.1118802E+00  0.5321965E-06  0.0000000E+00
  0.7955630E-02  0.2551160E+02  0.9460607E-01  0.5694498E-06  0.0000000E+00
  0.8353410E-02  0.2467890E+02  0.8425609E-01  0.5921410E-06  0.0000000E+00
  0.8771080E-02  0.2408870E+02  0.7394810E-01  0.6305948E-06  0.0000000E+00
  0.9209630E-02  0.2354870E+02  0.6706960E-01  0.6433500E-06  0.0000000E+00
  0.9670110E-02  0.2272480E+02  0.5928592E-01  0.7093227E-06  0.0000000E+00
  0.1015360E-01  0.2146620E+02  0.5180039E-01  0.7044967E-06  0.0000000E+00
  0.1066130E-01  0.2033840E+02  0.4502884E-01  0.7721822E-06  0.0000000E+00
  0.1119440E-01  0.1940510E+02  0.4043075E-01  0.7780598E-06  0.0000000E+00
  0.1175410E-01  0.1846350E+02  0.3546480E-01  0.8442688E-06  0.0000000E+00
  0.1234180E-01  0.1735360E+02  0.3116461E-01  0.8706327E-06  0.0000000E+00
  0.1295890E-01  0.1694060E+02  0.2863676E-01  0.9356712E-06  0.0000000E+00
  0.1360680E-01  0.1566370E+02  0.2490021E-01  0.9783465E-06  0.0000000E+00
  0.1428720E-01  0.1469810E+02  0.2209385E-01  0.1037281E-05  0.0000000E+00
  0.1500150E-01  0.1409400E+02  0.2022937E-01  0.1105989E-05  0.0000000E+00
  0.1575160E-01  0.1316290E+02  0.1784335E-01  0.1167567E-05  0.0000000E+00
  0.1653920E-01  0.1210900E+02  0.1591710E-01  0.1247265E-05  0.0000000E+00
  0.1736610E-01  0.1152760E+02  0.1430536E-01  0.1315724E-05  0.0000000E+00
  0.1823440E-01  0.1053090E+02  0.1270016E-01  0.1422509E-05  0.0000000E+00
  0.1914620E-01  0.1013540E+02  0.1171546E-01  0.1510023E-05  0.0000000E+00
  0.2010350E-01  0.9382350E+01  0.1055818E-01  0.1623051E-05  0.0000000E+00
  0.2110860E-01  0.8753770E+01  0.9343388E-02  0.1704513E-05  0.0000000E+00
  0.2216410E-01  0.8108440E+01  0.8411880E-02  0.1843241E-05  0.0000000E+00
  0.2327230E-01  0.7659510E+01  0.7438666E-02  0.1952811E-05  0.0000000E+00
  0.2443590E-01  0.6970880E+01  0.6758287E-02  0.2134404E-05  0.0000000E+00
  0.2565770E-01  0.6508160E+01  0.5578163E-02  0.2212478E-05  0.0000000E+00
  0.2694060E-01  0.5889140E+01  0.5000696E-02  0.2402438E-05  0.0000000E+00
  0.2828760E-01  0.5452500E+01  0.4088451E-02  0.2498454E-05  0.0000000E+00
  0.2970200E-01  0.5128140E+01  0.3595334E-02  0.2666624E-05  0.0000000E+00
  0.3118710E-01  0.4608270E+01  0.2916940E-02  0.2831782E-05  0.0000000E+00
  0.3274640E-01  0.4349330E+01  0.2415781E-02  0.2981355E-05  0.0000000E+00
  0.3438380E-01  0.3954520E+01  0.2050849E-02  0.3133219E-05  0.0000000E+00
  0.3610300E-01  0.3685920E+01  0.1619547E-02  0.3305160E-05  0.0000000E+00
  0.3790810E-01  0.3398380E+01  0.1384197E-02  0.3454357E-05  0.0000000E+00
  0.3980350E-01  0.3086930E+01  0.1054762E-02  0.3700083E-05  0.0000000E+00
  0.4179370E-01  0.2820800E+01  0.8949551E-03  0.3836192E-05  0.0000000E+00
  0.4388340E-01  0.2667700E+01  0.7013599E-03  0.4101719E-05  0.0000000E+00
  0.4607750E-01  0.2396270E+01  0.5751075E-03  0.4223929E-05  0.0000000E+00
  0.4838140E-01  0.2231150E+01  0.4533535E-03  0.4630157E-05  0.0000000E+00
  0.5080050E-01  0.2087340E+01  0.3832746E-03  0.4767017E-05  0.0000000E+00
  0.5334050E-01  0.1895540E+01  0.2899119E-03  0.5226802E-05  0.0000000E+00
  0.5600750E-01  0.1729280E+01  0.2421292E-03  0.5364736E-05  0.0000000E+00
  0.5880790E-01  0.1592940E+01  0.1870740E-03  0.5843823E-05  0.0000000E+00
  0.6174830E-01  0.1445720E+01  0.1557978E-03  0.6114740E-05  0.0000000E+00
  0.6483570E-01  0.1302260E+01  0.1191722E-03  0.6683259E-05  0.0000000E+00
  0.6807750E-01  0.1184830E+01  0.1003203E-03  0.7085871E-05  0.0000000E+00
  0.7148140E-01  0.1095370E+01  0.7882030E-04  0.7744310E-05  0.0000000E+00
  0.7505540E-01  0.9940600E+00  0.6612357E-04  0.8222671E-05  0.0000000E+00
  0.7880820E-01  0.8922790E+00  0.5200689E-04  0.8928084E-05  0.0000000E+00
  0.8274860E-01  0.8032750E+00  0.4322550E-04  0.9596427E-05  0.0000000E+00
  0.8688610E-01  0.7220740E+00  0.3479006E-04  0.1048529E-04  0.0000000E+00
  0.9123040E-01  0.6494330E+00  0.2877550E-04  0.1131434E-04  0.0000000E+00
  0.9579190E-01  0.5822470E+00  0.2361134E-04  0.1233400E-04  0.0000000E+00
  0.1005810E+00  0.5185430E+00  0.1941389E-04  0.1330046E-04  0.0000000E+00
  0.1056110E+00  0.4621240E+00  0.1613115E-04  0.1452227E-04  0.0000000E+00
